,ECO,fen,moves,opening_name
1488,E94,r1bq1rk1/pppn1pbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 b -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 Nbd7 7. O-O e5 8. d5,"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line"
1489,E96,r1bq1rk1/1p1n1pbp/2pp1np1/p3p3/2PPP3/2N2N2/PP3PPP/R1BQRBK1 w -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1 c6 9. Bf1 a5,"King's Indian Defense: Orthodox Variation, Positional Defense, Main Line"
1490,E94,rnbq1rk1/1pp2pbp/3p1np1/p3p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 w -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O a5,"King's Indian Defense: Orthodox Variation, Ukrainian Defense"
1491,E92,rnbq1rk1/ppp2pbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQK2R b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5,King's Indian Defense: Petrosian Variation
1492,E93,r1bq1rk1/pppn1pb1/3p3p/3Pp1pn/2P1P2P/2N2NB1/PP2BPP1/R2QK2R b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7 8. Bg5 h6 9. Bh4 g5 10. Bg3 Nh5 11. h4,"King's Indian Defense: Petrosian Variation, Keres Defense"
1493,E93,r1bq1rk1/pppn1pbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQK2R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7,"King's Indian Defense: Petrosian Variation, Normal Defense"
1494,E92,rnbq1rk1/1pp2pbp/3p1np1/p2Pp3/2P1P3/2N2N2/PP2BPPP/R1BQK2R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 a5,"King's Indian Defense: Petrosian Variation, Stein Defense"
1495,E72,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N3P1/PP2NPBP/R1BQK2R b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3 O-O 6. Bg2 e5 7. Nge2,King's Indian Defense: Pomar System
1496,E80,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQkq,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3,King's Indian Defense: Saemisch Variation
1497,E86,rnbq1rk1/pp3pbp/2pp1np1/4p3/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. Nge2 c6,"King's Indian Defense: Saemisch Variation, 6. Be3 e5 7. Nge2 c6"
1498,E81,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP2N1PP/R1BQKB1R b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Nge2,"King's Indian Defense: Saemisch Variation, Bobotsov-Korchnoi-Petrosian Variation"
1499,E87,rnb2rk1/ppp2pbp/3p2p1/3Pp3/2P1P2Q/2N1nP2/PP2K2P/R5NR b -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 Nh5 8. Qd2 Qh4+ 9. g3 Nxg3 10. Qf2 Nxf1 11. Qxh4 Nxe3 12. Ke2,"King's Indian Defense: Saemisch Variation, Bronstein Defense"
1500,E81,rnbq1rk1/1p2ppbp/p1pp1np1/8/2PPP3/2NBBP2/PP4PP/R2QK1NR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 c6 7. Bd3 a6,"King's Indian Defense: Saemisch Variation, Byrne Defense"
1501,E87,rnbq1rk1/ppp2pbp/3p1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R2QKBNR b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5,"King's Indian Defense: Saemisch Variation, Closed Variation"
1502,E88,rnbq1rk1/pp3pbp/2pp1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R2QKBNR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 c6,"King's Indian Defense: Saemisch Variation, Closed Variation, 7... c6"
1503,E89,rnbq1rk1/pp3pbp/3p1np1/3pp3/2P1P3/2N1BP2/PP2N1PP/R2QKB1R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. Nge2 c6 8. d5 cxd5,"King's Indian Defense: Saemisch Variation, Closed Variation, Main Line"
1504,E82,rnbq1rk1/p1p1ppbp/1p1p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 b6,"King's Indian Defense: Saemisch Variation, Double Fianchetto"
1505,E81,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O,"King's Indian Defense: Saemisch Variation, Normal Defense"
1506,E85,rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5,"King's Indian Defense: Saemisch Variation, Orthodox Variation"
1507,E83,r1bq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 a6,"King's Indian Defense: Saemisch Variation, Panno Formation"
1508,E83,r1bq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6,"King's Indian Defense: Saemisch Variation, Yates Defense"
1509,E60,rnbqk2r/ppppppbp/5np1/8/1PPP4/5N2/P3PPPP/RNBQKB1R b KQkq,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. b4,King's Indian Defense: Santasiere Variation
1510,E73,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1B3/PP2BPPP/R2QK1NR b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Be3,King's Indian Defense: Semi-Averbakh System
1511,E61,rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e3 d6 6. Be2,King's Indian Defense: Semi-Classical Variation
1512,E61,rnbq1rk1/pp2ppbp/2pp1np1/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQ,1. c4 Nf6 2. Nf3 g6 3. d4 Bg7 4. Nc3 O-O 5. e3 d6 6. Be2 c6,"King's Indian Defense: Semi-Classical Variation, Benoni Variation"
1513,E61,r1bq1rk1/pppn1pbp/5np1/4p3/2P5/2N1PN2/PP2BPPP/R1BQ1RK1 w -,1. c4 g6 2. Nc3 Bg7 3. e3 Nf6 4. d4 O-O 5. Nf3 d6 6. Be2 Nbd7 7. O-O e5 8. dxe5 dxe5,"King's Indian Defense: Semi-Classical Variation, Exchange Variation"
1514,E61,r1bq1rk1/ppp1ppbp/2np1np1/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQ,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. Nc3 O-O 5. e3 d6 6. Be2 Nc6,"King's Indian Defense: Semi-Classical Variation, Hollywood Variation"
1515,E61,r1bq1rk1/pppn1pbp/3p1np1/4p3/1PPP4/2N1PN2/P3BPPP/R1BQ1RK1 b -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e3 d6 6. Be2 Nbd7 7. O-O e5 8. b4,"King's Indian Defense: Semi-Classical Variation, Queenside Storm Line"
1516,E77,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6,King's Indian Defense: Six Pawns Attack
1517,E61,rnbqk2r/ppp1ppbp/3p1np1/6B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. Bg5,King's Indian Defense: Smyslov Variation
1518,E76,rnbq1rk1/ppp1ppbp/3p1np1/6B1/2PPP3/2N2P2/PP4PP/R2QKBNR b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Bg5,King's Indian Defense: Steiner Attack
1519,E90,rnbq1rk1/ppp1ppbp/3p1np1/6B1/2PPP3/2N2N2/PP3PPP/R2QKB1R b KQ,1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. d4 O-O 6. Bg5,King's Indian Defense: Zinnowitz Variation
1520,E75,rnbq1rk1/pp3pbp/3ppnp1/2pP2B1/2P1P3/2N5/PP2BPPP/R2QK1NR w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5 c5 7. d5 e6,"King's Indian, Averbakh, Main Line"
1521,E68,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 b -,1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7 7. Nc3 e5 8. e4,"King's Indian, Fianchetto, Classical Variation, 8. e4"
1522,E95,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQR1K1 b -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1,"King's Indian, Orthodox, 7... Nbd7 8. Re1"
1523,E87,rnb2rk1/ppp2pbp/3p2p1/3Pp3/2n1P2Q/2N2P2/PP2K2P/R5NR w -,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 Nh5 8. Qd2 Qh4+ 9. g3 Nxg3 10. Qf2 Nxf1 11. Qxh4 Nxe3 12. Ke2 Nxc4,"King's Indian, Saemisch, Orthodox, Bronstein Variation"
1524,E84,1rbq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP1QN1PP/R3KB1R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 a6 8. Qd2 Rb8,"King's Indian, Saemisch, Panno Main Line"
1525,E83,1rbq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 Rb8,"King's Indian, Saemisch, Ruban Variation"
1526,E77,r1bq1rk1/pp4bp/2nppnp1/2p5/2P1PPPP/2N5/PP2B3/R1BQK1NR b KQ,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. d5 e6 8. dxe6 fxe6 9. g4 Nc6 10. h4,"King's Indian, Six Pawns Attack"
1527,C40,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3,King's Knight Opening
1528,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 Nc6 3. g3,King's Knight Opening: Konstantinopolsky
1529,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 Nc6,King's Knight Opening: Normal Variation
1530,B00,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq,1. e4,King's Pawn
1531,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,1. e4 e5,King's Pawn Game
1532,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPPNPPP/RNBQKB1R b KQkq,1. e4 e5 2. Ne2,King's Pawn Game: Alapin Opening
1533,C20,rnbqkbnr/ppp2ppp/8/3pp3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq,1. e4 e5 2. c4 d5,King's Pawn Game: Bavarian Gambit
1534,C21,rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,1. e4 e5 2. d4 d5,King's Pawn Game: Beyer Gambit
1535,C40,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 Bc5,King's Pawn Game: Busch-Gass Gambit
1536,C40,r1bqk1nr/pppp1ppp/2n5/2b1N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 Bc5 3. Nxe5 Nc6,"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit"
1537,C20,rnbqkbnr/pppp2pp/8/4pp2/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq,1. e4 e5 2. d3 f5,"King's Pawn Game: Clam Variation, King's Gambit Reversed"
1538,C20,rnbqk2r/pppp1ppp/5n2/2b1p3/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq,1. e4 Nf6 2. d3 e5 3. f4 Bc5,"King's Pawn Game: Clam Variation, Radisch Gambit"
1539,C40,rnbqkbnr/pppp2pp/5p2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 f6,King's Pawn Game: Damiano Defense
1540,C20,rnb1kbnQ/ppppq2p/6p1/8/4P3/8/PPPP1PPP/RNB1KB1R b KQq,1. e4 e5 2. Nf3 f6 3. Nxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Qe7 6. Qxh8,"King's Pawn Game: Damiano Defense, Damiano Gambit"
1541,C20,rnb1kbnr/ppp1q1pp/5p2/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 f6 3. Nxe5 Qe7 4. Nf3 d5,"King's Pawn Game: Damiano Defense, Damiano Gambit, Chigorin Gambit"
1542,C44,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 Nc6 3. c4,King's Pawn Game: Dresden Opening
1543,C40,rnb1kbnr/ppppq1pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 Qe7 3. Bc4 f5,"King's Pawn Game: Gunderam Defense, Gunderam Gambit"
1544,C40,rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 c6,King's Pawn Game: Gunderam Gambit
1545,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq,1. e4 e5 2. f3,King's Pawn Game: King's Head Opening
1546,C20,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2P2/PPPP2PP/R1BQKBNR b KQkq,1. e4 e5 2. f3 Nf6 3. Nc3,"King's Pawn Game: King's Head Opening, 2. f3 Nf6 3. Nc3"
1547,C40,rnb1kbnr/pppp1ppp/6q1/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq,1. e4 e5 2. Nf3 Qf6 3. Bc4 Qg6 4. O-O,King's Pawn Game: La Bourdonnais Gambit
1548,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq,1. e4 e5 2. d3,King's Pawn Game: Leonardis Variation
1549,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq,1. e4 e5 2. c3,King's Pawn Game: Macleod Attack
1550,C20,rnbqkbnr/pppp2pp/8/4pp2/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq,1. e4 e5 2. c3 f5,"King's Pawn Game: Macleod Attack, Lasa Gambit"
1551,C20,rnbqk1nr/ppp2ppp/3b4/3pp2Q/4P3/2P5/PP1P1PPP/RNB1KBNR w KQkq,1. e4 e5 2. c3 d5 3. Qh5 Bd6,"King's Pawn Game: Macleod Attack, Norwalde Gambit"
1552,B07,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,1. d4 d6 2. e4 e5,King's Pawn Game: Maroczy Defense
1553,C40,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 Qf6,King's Pawn Game: McConnell Defense
1554,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq,1. e4 e5 2. a3,King's Pawn Game: Mengarini's Opening
1555,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq,1. e4 e5 2. Qf3,King's Pawn Game: Napoleon Attack
1556,B00,r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,1. e4 Nc6 2. d4,King's Pawn Game: Nimzowitsch Defense
1557,B00,r1bqkbnr/pppppppp/2n5/8/3PP3/2P5/P4PPP/RNBQKBNR b KQkq,1. e4 Nc6 2. b4 Nxb4 3. c3 Nc6 4. d4,King's Pawn Game: Nimzowitsch Defense: Wheeler Gambit
1558,C44,r1bqkbnr/pppp1ppp/2n5/4p3/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 Nc6 3. b4,King's Pawn Game: Pachman Wing Gambit
1559,B07,rn1qkbnr/pppb1ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,1. e4 e5 2. d4 d6 3. dxe5 Bd7,King's Pawn Game: Philidor Gambit
1560,C40,r1bqkbnr/pppp1ppp/8/4n3/3PP3/8/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 Nc6 3. Nxe5 Nxe5 4. d4,King's Pawn Game: Schulze-Mueller Gambit
1561,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq,1. e4 e5 2. Nf3 Nc6 3. Be2,King's Pawn Game: Tayler Opening
1562,C44,r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/5N2/PPP1BPPP/RNBQK2R b KQkq,1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d4 exd4 5. e5,"King's Pawn Game: Tayler Opening, Basman Gambit"
1563,C44,r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/3P1N2/PPPNBPPP/R1BQK2R b KQkq,1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d3 d5 5. Nbd2,"King's Pawn Game: Tayler Opening, Inverted Hanham"
1564,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/3B4/PPPP1PPP/RNBQK1NR b KQkq,1. e4 e5 2. Bd3,King's Pawn Game: Tortoise Opening
1565,C20,rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq,1. e4 e5 2. Qh5,King's Pawn Game: Wayward Queen Attack
1566,C20,rnbqkb1r/pppp1ppp/5n2/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq,1. e4 e5 2. Qh5 Nf6,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit"
1567,C20,r1bqkb1r/ppp4p/2n2ppn/3pp3/2B1P3/3P1Q2/PPP1NPPP/RNB1K2R w KQkq,1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit"
1568,C20,r1bqkbnr/pp3ppp/2n5/4p3/8/3P4/PPP2PPP/RNBQKBNR w KQkq,1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6,King's Pawn Game: Weber Gambit
1569,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq,1. e4 e5 2. b3,King's Pawn Opening: 2. b3
1570,B20,rnbqkb1r/pppp1ppp/5n2/4pQ2/4P3/8/PPPP1PPP/RNB1KBNR b KQkq,1. e4 e5 2. Qg4 Nf6 3. Qf5,King's Pawn Opening: Speers
1571,B20,r1bqk2r/pppp1ppp/5n2/2b5/3nP3/5N2/PP2QPPP/RNB1KB1R w KQkq,1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4,King's Pawn Opening: Van Hooydoon Gambit
1572,A00,rnbqkbnr/ppppppp1/8/7p/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,1. g3 h5,Lasker Simul Special
1573,C40,rnbqkbnr/pppp2pp/8/4pp2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 f5,Latvian Gambit
1574,C40,rnbqkbnr/pppp2pp/8/4pP2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. exf5,Latvian Gambit Accepted
1575,C40,rnb1kbnr/ppp3pp/3p1q2/5p2/2NPP3/8/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4,"Latvian Gambit Accepted, Bilguer Variation"
1576,C40,rnb1kbnr/ppp3pp/3p1q2/8/2NPp3/8/PPP1BPPP/RNBQK2R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Be2,"Latvian Gambit Accepted, Bronstein Attack"
1577,C40,rnb1kbnr/ppp4p/3p1qp1/8/2NPp3/8/PPP1QPPP/RNB1KB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Qh5+ g6 7. Qe2,"Latvian Gambit Accepted, Bronstein Gambit"
1578,C40,rnb1kbnr/pppp2pp/5q2/8/2N1p3/3P4/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. d3,"Latvian Gambit Accepted, Foltys Variation"
1579,C40,rnb1kbnr/pppp2pp/5q2/5p2/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4,"Latvian Gambit Accepted, Foltys-Leonhardt Variation"
1580,C40,rnb1kbnr/pppp2pp/5q2/8/2N1p3/2N5/PPPP1PPP/R1BQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. Nc3,"Latvian Gambit Accepted, Leonhardt Variation"
1581,C40,rnb1kbnr/pppp2pp/5q2/4Np2/3PP3/8/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4,"Latvian Gambit Accepted, Main Line"
1582,C40,rnb1kbnr/ppp3pp/3p1q2/8/3Pp3/4N3/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Ne3,"Latvian Gambit Accepted, Nimzowitsch Attack"
1583,C40,rnb1kb1N/ppp3pp/5n2/3p4/2B1p3/8/PPPP1PqP/RNBQKR2 w Qq,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. Nf7 Qxg2 6. Rf1 d5 7. Nxh8 Nf6,Latvian Gambit: Behting Variation
1584,C40,r1bqkbnr/pppp2pp/2n5/4pP2/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 Nc6 3. d3 f5 4. exf5,Latvian Gambit: Clam Gambit
1585,C40,rnbqkb1r/pppp2pp/5n2/4N3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Nf6,Latvian Gambit: Corkscrew Countergambit
1586,C40,rnb1kb1N/ppp1q1pp/5n2/3p4/2B1p3/8/PPPP1PPP/RNBQK2R w KQq,1. e4 e5 2. Nf3 f5 3. Nxe5 Nf6 4. Bc4 fxe4 5. Nf7 Qe7 6. Nxh8 d5,Latvian Gambit: Corkscrew Gambit
1587,C40,rnbqkbnr/pppp2pp/8/4pp2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. c4,Latvian Gambit: Diepstraten Countergambit
1588,C40,r1bqkbnr/pppp2pp/2n5/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Nc6,Latvian Gambit: Fraser Defense
1589,C40,rnb1kbnr/ppppq1pp/8/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,1. e4 e5 2. Nf3 f5 3. Nxe5 Qe7,Latvian Gambit: Greco Variation
1590,C40,rnbqkbnr/pppp2pp/8/4pp2/4P1P1/5N2/PPPP1P1P/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. g4,Latvian Gambit: Lobster Gambit
1591,C40,rnbqkbnr/pppp2pp/8/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,1. e4 e5 2. Nf3 f5 3. d4,Latvian Gambit: Mason Countergambit
1592,C40,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,1. e4 e5 2. Nf3 f5 3. Bc4,Latvian Gambit: Mayet Attack
1593,C40,rnbqkb1r/pppp2pp/5n2/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 f5 3. Bc4 Nf6,"Latvian Gambit: Mayet Attack, Morgado Defense"
1594,C40,rnb1kbnr/pppp2pp/8/4N3/2BPp3/8/PPP2PqP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. d4 Qxg2,"Latvian Gambit: Mayet Attack, Poisoned Pawn Variation"
1595,C40,rnbqkbnr/ppp3pp/8/3pN3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 d5,"Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation"
